Duration,Src_Bytes,Dest_Bytes,Class
-2.3026,5.7141,8.0874,0
-2.3026,5.3618,7.0104,0
-2.3026,5.6839,7.5364,0
-2.3026,5.6873,7.4056,0
-2.3026,5.6771,7.4496,0
-2.3026,5.7561,7.4092,0
-2.3026,5.4076,7.4507,0
-2.3026,5.4121,7.4266,0
-2.3026,5.4076,7.449,0
-2.3026,5.4298,7.4355,0
-2.3026,5.3618,7.4507,0
-2.3026,5.4976,7.4266,0
-2.3026,5.6493,7.1124,0
-2.3026,5.6907,7.1124,0
-2.3026,5.7465,7.8364,0
-2.3026,5.0569,9.3834,0
-2.3026,5.082,9.487,0
-2.3026,5.6907,7.255,0
-2.3026,5.3571,7.8364,0
-2.3026,5.6135,9.3834,0
-2.3026,5.6528,7.8364,0
-2.3026,5.6907,7.1124,0
-2.3026,5.338,7.8364,0
-2.3026,5.3664,7.255,0
-2.3026,5.4121,7.255,0
-2.3026,5.2786,7.1124,0
-2.3026,5.2786,7.1124,0
-2.3026,5.6873,7.8364,0
-2.3026,5.0695,7.5929,0
-2.3026,5.7529,9.9283,0
-2.3026,5.8292,7.2606,0
-2.3026,5.8204,7.014,0
-2.3026,5.8554,7.262,0
-2.3026,5.7206,8.5717,0
-2.3026,5.1186,9.0069,0
-2.3026,5.46,8.0744,0
-2.3026,5.4643,7.0113,0
-2.3026,5.3986,7.3019,0
-2.3026,5.4031,7.2938,0
-2.3026,5.3941,7.262,0
-2.3026,5.0179,9.0069,0
-2.3026,5.3941,7.014,0
-2.3026,5.4342,8.0744,0
-2.3026,5.7272,7.014,0
-2.3026,5.7239,8.0744,0
-2.3026,5.7041,5.9535,0
-2.3026,5.7964,7.0113,0
-2.3026,5.4121,7.2606,0
-2.3026,5.7433,7.2606,0
-2.3026,5.2735,8.8172,0
-2.3026,5.3186,11.223,0
-2.3026,5.3186,8.5908,0
-2.3026,5.3186,8.6907,0
-2.3026,5.7529,8.1603,0
-2.3026,5.3941,8.2886,0
-2.3026,5.4385,8.2096,0
-2.3026,5.4298,7.4754,0
-2.3026,5.4298,9.7231,0
-2.3026,5.5377,8.9736,0
-2.3026,5.2684,7.8857,0
-2.3026,5.8084,7.449,0
-2.3026,5.0245,6.0476,0
-2.3026,5.4727,7.654,0
-2.3026,5.4429,9.871,0
-2.3026,5.1767,8.1677,0
-2.3026,5.3332,6.2899,0
-2.3026,5.3137,6.6439,0
-2.3026,5.3571,7.1998,0
-2.3026,4.9911,7.8755,0
-2.3026,5.8525,7.53,0
-2.3026,5.7369,6.0779,0
-2.3026,5.1005,5.9613,0
-2.3026,5.7686,7.2285,0
-2.3026,5.3618,7.4367,0
-2.3026,5.3986,9.002,0
-2.3026,5.338,7.0759,0
-2.3026,5.6458,7.5491,0
-2.3026,5.6458,7.5601,0
-2.3026,5.6598,8.2031,0
-2.3026,5.6974,7.4794,0
-2.3026,5.5456,6.6308,0
-2.3026,5.3428,6.6295,0
-2.3026,5.3428,6.6295,0
-2.3026,5.7337,6.6215,0
-2.3026,5.7337,6.6295,0
-2.3026,5.4121,6.6348,0
-2.3026,5.6387,6.6295,0
-2.3026,5.1539,10.172,0
-2.3026,5.421,6.8502,0
-2.3026,5.3757,5.7561,0
-2.3026,5.3986,6.8396,0
-2.3026,5.6135,7.1413,0
-2.3026,5.6351,6.8396,0
-2.3026,5.6941,7.1413,0
-2.3026,5.421,7.1847,0
-2.3026,5.4254,7.1413,0
-2.3026,5.4852,6.8502,0
-2.3026,5.2263,5.7561,0
-2.3026,5.3664,7.1847,0
-2.3026,5.6907,6.6645,0
-2.3026,5.6062,7.1413,0
-2.3026,5.7174,6.9528,0
-2.3026,5.7272,6.7925,0
-2.3026,5.7108,7.1413,0
-2.3026,5.6098,6.6645,0
-2.3026,5.3235,5.7304,0
-2.3026,5.3332,6.8396,0
-2.3026,5.4429,6.8058,0
-2.3026,5.7141,5.7561,0
-2.3026,5.7337,8.9031,0
-2.3026,5.5533,9.7182,0
-2.3026,5.3804,6.4999,0
-2.3026,5.3186,6.9528,0
-2.3026,5.338,6.8502,0
-2.3026,5.338,7.6358,0
-2.3026,5.421,7.7515,0
-2.3026,5.8322,6.7925,0
-2.3026,5.338,8.9031,0
-2.3026,5.6351,6.8502,0
-2.3026,5.7561,5.7561,0
-2.3026,5.778,6.8212,0
-2.3026,5.8351,6.8502,0
-2.3026,5.3088,6.6645,0
-2.3026,5.5533,9.7182,0
-2.3026,5.7141,5.7561,0
-2.3026,5.6771,6.0938,0
-2.3026,5.7304,6.8396,0
-2.3026,5.6771,6.9528,0
-2.3026,5.6702,7.1413,0
-2.3026,5.4298,9.7182,0
-2.3026,5.3804,6.6633,0
-2.3026,5.3664,7.1847,0
-2.3026,5.7174,5.7561,0
-2.3026,5.7337,6.8396,0
-2.3026,5.6171,5.7561,0
-2.3026,5.628,6.8396,0
-2.3026,5.7497,6.3441,0
-2.3026,5.1539,8.4167,0
-2.3026,5.4298,8.0886,0
-2.3026,5.4429,10.501,0
-2.3026,5.6458,7.4182,0
-2.3026,5.2735,5.9218,0
-2.3026,5.8114,9.4523,0
-2.3026,5.8233,8.7175,0
-2.3026,5.5017,7.19,0
-2.3026,5.5914,6.8774,0
-2.3026,5.1246,6.9595,0
-2.3026,5.1711,7.335,0
-2.3026,5.5725,7.19,0
-2.3026,5.3088,8.5106,0
-2.3026,5.7074,10.138,0
-2.3026,5.3664,6.0405,0
-2.3026,5.5801,6.0188,0
-2.3026,5.6208,7.8683,0
-2.3026,5.4643,8.0929,0
-2.3026,5.6528,6.8288,0
-2.3026,5.6528,9.7758,0
-2.3026,5.4385,8.883,0
-2.3026,5.3711,6.4833,0
-2.3026,5.3571,7.1983,0
-2.3026,5.6493,5.7465,0
-2.3026,5.3757,9.7832,0
-2.3026,5.2528,9.406,0
-2.3026,5.6633,7.8618,0
-2.3026,5.4894,7.5929,0
-2.3026,5.7529,10.715,0
-2.3026,5.7561,9.0974,0
-2.3026,5.3757,9.4446,0
-2.3026,5.3618,5.7529,0
-2.3026,5.4254,8.0765,0
-2.3026,5.3664,9.406,0
-2.3026,5.3618,8.0051,0
-2.3026,5.5725,10.313,0
-2.3026,5.4515,7.5061,0
-2.3026,5.3711,7.1555,0
-2.3026,5.3757,8.6261,0
-2.3026,5.8084,6.9423,0
-2.3026,5.8024,9.0734,0
-2.3026,5.7529,6.412,0
-2.3026,5.7933,8.0765,0
-2.3026,5.8409,5.8351,0
-2.3026,5.4557,7.6104,0
-2.3026,5.385,9.7832,0
-2.3026,5.8084,7.5061,0
-2.3026,5.8808,7.1516,0
-2.3026,5.8808,7.7494,0
-2.3026,5.3757,6.9423,0
-2.3026,5.3664,9.0734,0
-2.3026,5.4429,9.1684,0
-2.3026,5.4385,7.8348,0
-2.3026,5.3711,7.4513,0
-2.3026,5.6668,7.4536,0
-2.3026,5.3895,7.5423,0
-2.3026,5.4076,8.4837,0
-2.3026,5.2632,10.197,0
-2.3026,5.258,9.0386,0
-2.3026,5.258,6.4395,0
-2.3026,5.2632,6.6335,0
-2.3026,5.8467,9.3639,0
-2.3026,5.3711,6.4395,0
-2.3026,5.5495,7.1484,0
-2.3026,5.5495,6.7834,0
-2.3026,5.6563,5.7718,0
-2.3026,5.5495,7.7494,0
-2.3026,5.5456,6.1072,0
-2.3026,5.7994,7.8237,0
-2.3026,5.7994,7.7494,0
-2.3026,5.3332,8.3092,0
-2.3026,5.3235,5.7529,0
-2.3026,5.7964,6.1072,0
-2.3026,5.4429,8.883,0
-2.3026,5.3757,6.9423,0
-2.3026,5.3664,9.0734,0
-2.3026,5.1422,9.8616,0
-2.3026,5.4298,7.7152,0
-2.3026,5.2938,6.4833,0
-2.3026,5.2888,7.1555,0
-2.3026,5.2938,10.121,0
-2.3026,5.3428,5.8024,0
-2.3026,5.3428,6.9148,0
-2.3026,5.3895,7.5423,0
-2.3026,5.4031,5.7718,0
-2.3026,5.7433,8.2145,0
-2.3026,5.7304,5.8024,0
-2.3026,5.7465,7.1983,0
-2.3026,5.7497,5.7529,0
-2.3026,5.7529,7.1555,0
-2.3026,5.7561,8.6261,0
-2.3026,5.4429,7.4513,0
-2.3026,5.3895,8.439,0
-2.3026,5.3571,9.7758,0
-2.3026,5.6351,8.6538,0
-2.3026,5.6351,8.6355,0
-2.3026,5.7497,8.5307,0
-2.3026,5.2786,6.8288,0
-2.3026,5.3804,7.6104,0
-2.3026,5.2786,6.8288,0
-2.3026,5.2735,5.7465,0
-2.3026,5.4254,9.0424,0
-2.3026,5.1246,9.5038,0
-2.3026,5.3941,7.8344,0
-2.3026,5.3618,6.8917,0
-2.3026,5.2786,5.7465,0
-2.3026,5.2988,8.6261,0
-2.3026,5.7041,6.0066,0
-2.3026,5.5098,9.2516,0
-2.3026,5.6805,8.3436,0
-2.3026,5.7497,7.0951,0
-2.3026,5.4976,6.7617,0
-2.3026,5.2684,5.5417,0
-2.3026,5.2938,9.5981,0
-2.3026,5.4165,7.5083,0
-2.3026,5.1823,9.218,0
-2.3026,5.385,7.1663,0
-2.3026,5.7008,8.1233,0
-2.3026,5.7141,6.2108,0
-2.3026,5.5298,6.2346,0
-2.3026,5.7141,7.7026,0
-2.3026,5.7272,7.4855,0
-2.3026,5.7718,6.3028,0
-2.3026,5.7655,7.3415,0
-2.3026,5.5179,5.9272,0
-2.3026,5.4727,5.9664,0
-2.3026,5.7337,9.851,0
-2.3026,5.7903,7.9872,0
-2.3026,5.7811,7.2285,0
-2.3026,5.7749,5.8144,0
-2.3026,5.4515,7.7916,0
-2.3026,5.3476,9.1944,0
-2.3026,5.4031,7.4737,0
-2.3026,5.0882,8.3362,0
-2.3026,5.3332,9.6252,0
-2.3026,5.4165,8.8007,0
-2.3026,5.7933,7.4663,0
-2.3026,5.6316,5.9613,0
-2.3026,5.2684,8.3335,0
-2.3026,5.6873,6.6822,0
-2.3026,5.1422,7.075,0
-2.3026,5.7239,8.4513,0
-2.3026,5.4643,6.8223,0
-2.3026,5.3523,8.0993,0
-2.3026,5.7401,8.4984,0
4.3707,5.2735,4.9979,0
-2.3026,5.7108,6.7981,0
-2.3026,5.6907,6.4087,0
-2.3026,5.6873,5.5839,0
-2.3026,5.3804,6.4234,0
-2.3026,5.3428,5.5839,0
-2.3026,5.0179,9.3951,0
-2.3026,5.3757,6.7981,0
-2.3026,5.3941,6.3666,0
-2.3026,5.338,7.2146,0
-2.3026,5.7304,7.3012,0
-2.3026,5.5533,9.0986,0
-2.3026,5.4852,7.6635,0
-2.3026,5.6493,7.127,0
-2.3026,5.6771,7.8958,0
-2.3026,5.3332,7.5364,0
-2.3026,5.6873,9.2955,0
-2.3026,5.4769,9.8415,0
-2.3026,5.5611,7.5127,0
-2.3026,5.5298,10.012,0
-2.3026,5.7497,9.6897,0
-2.3026,5.7872,7.5127,0
-2.3026,5.7994,11.296,0
-2.3026,5.7497,9.6897,0
-2.3026,5.7964,9.6897,0
-2.3026,5.385,5.8947,0
-2.3026,5.3941,7.511,0
-2.3026,5.7994,9.511,0
-2.3026,5.7933,9.4388,0
-2.3026,5.8204,9.1803,0
-2.3026,5.4429,7.5332,0
-2.3026,5.8525,10.189,0
-2.3026,5.7141,8.0659,0
-2.3026,5.5951,5.2528,0
-2.3026,5.6135,5.2786,0
-2.3026,5.8292,8.5508,0
-2.3026,5.8233,7.5638,0
-2.3026,5.4298,6.867,0
-2.3026,5.46,6.9355,0
-2.3026,5.4165,7.9607,0
-2.3026,5.421,8.2956,0
-2.3026,5.4515,8.8,0
-2.3026,5.4515,7.3073,0
-2.3026,5.3571,7.677,0
-2.3026,5.8836,7.3722,0
-2.3026,5.9165,8.8403,0
-2.3026,5.7008,8.0498,0
-2.3026,5.5017,7.7196,0
-2.3026,5.7369,6.3388,0
-2.3026,4.9979,6.3263,0
-2.3026,5.6737,7.1717,0
-2.3026,5.6873,7.4188,0
-2.3026,5.4472,7.227,0
-2.3026,5.7841,6.9792,0
-2.3026,5.6098,7.505,0
-2.3026,5.6941,6.4267,0
-2.3026,5.3804,8.075,0
-2.3026,5.6493,7.3778,0
-2.3026,5.7206,7.3995,0
-2.3026,5.3038,6.0261,0
-2.3026,5.3428,9.8974,0
-2.3026,5.4685,6.6374,0
-2.3026,5.4727,6.7454,0
-2.3026,5.3941,8.1071,0
-2.3026,5.385,7.523,0
-2.3026,5.2938,9.0553,0
-2.3026,5.082,9.0782,0
-2.3026,5.3088,8.8467,0
-2.3026,5.3038,9.5618,0
-2.3026,5.3088,7.7134,0
-2.3026,5.338,8.1002,0
-2.3026,5.3664,7.6635,0
-2.3026,5.3523,7.9338,0
-2.3026,5.3986,7.7932,0
-2.3026,5.3571,10.59,0
-2.3026,5.3137,10.59,0
-2.3026,5.385,8.6964,0
-2.3026,5.3618,7.0247,0
-2.3026,5.3986,9.1773,0
-2.3026,5.5914,7.3703,0
-2.3026,5.8263,7.3703,0
-2.3026,5.8263,7.3703,0
-2.3026,5.5098,5.3038,0
-2.3026,5.3664,4.7715,0
4.2499,5.5649,5.6098,0
-2.3026,5.5988,6.6135,0
-2.3026,5.2938,5.1364,0
-2.3026,5.6941,6.6242,0
-2.3026,5.4769,8.3122,0
-2.3026,5.6805,9.9967,0
-2.3026,5.7008,7.8869,0
-2.3026,5.6668,6.1183,0
-2.3026,5.778,7.3193,0
-2.3026,5.7964,7.3079,0
-2.3026,5.7272,7.8812,0
-2.3026,5.8144,9.6578,0
-2.3026,5.8144,9.8892,0
-2.3026,5.4121,7.882,0
-2.3026,5.3804,7.4646,0
-2.3026,5.4165,7.9194,0
-2.3026,5.3941,7.2472,0
-2.3026,5.3757,8.5679,0
-2.3026,5.3571,7.9062,0
-2.3026,5.082,10.225,0
-2.3026,5.4385,9.0463,0
-2.3026,5.4342,7.2472,0
-2.3026,5.4385,9.0463,0
-2.3026,5.4165,6.6242,0
-2.3026,5.3804,5.6351,0
-2.3026,5.4165,8.5679,0
-2.3026,5.7718,9.9967,0
-2.3026,5.8696,7.3976,0
-2.3026,5.6702,7.9403,0
-2.3026,5.4342,9.2448,0
-2.3026,5.4342,9.0463,0
-2.3026,5.421,7.8816,0
-2.3026,5.7994,9.0463,0
-2.3026,5.7401,6.5266,0
-2.3026,5.7655,8.4444,0
-2.3026,5.7529,9.647,0
-2.3026,5.7369,6.5822,0
-2.3026,5.7401,6.4185,0
-2.3026,5.7655,7.3816,0
-2.3026,5.7369,6.9335,0
-2.3026,5.3618,9.0463,0
-2.3026,5.3137,7.9403,0
-2.3026,5.3986,7.9237,0
-2.3026,5.3476,7.8816,0
-2.3026,5.3088,7.9431,0
-2.3026,5.6873,7.882,0
-2.3026,5.3757,5.9892,0
-2.3026,5.3941,7.9495,0
-2.3026,5.6668,5.6351,0
-2.3026,5.6805,7.8185,0
-2.3026,5.7872,9.0663,0
-2.3026,5.2888,7.3079,0
-2.3026,5.4076,8.2367,0
-2.3026,5.5763,7.6426,0
-2.3026,5.3428,10.657,0
-2.3026,5.3941,5.9111,0
-2.3026,5.3941,7.8842,0
-2.3026,5.8204,5.9111,0
-2.3026,5.7239,9.2813,0
-2.3026,5.7369,8.3168,0
-2.3026,5.6702,7.2277,0
-2.3026,5.6974,7.2226,0
-2.3026,5.7041,7.2226,0
-2.3026,5.7041,7.2277,0
-2.3026,5.7141,9.6172,0
-2.3026,5.7141,7.9548,0
-2.3026,5.7174,7.2277,0
-2.3026,5.7174,7.2306,0
-2.3026,5.4298,10.259,0
-2.3026,5.1767,8.3003,0
-2.3026,5.082,7.0759,0
-2.3026,5.3804,9.2707,0
-2.3026,5.3523,10.064,0
-2.3026,5.3804,9.2707,0
-2.3026,5.4254,7.0877,0
-2.3026,5.4429,6.4554,0
-2.3026,5.1305,9.161,0
-2.3026,5.7933,7.9406,0
-2.3026,5.3571,7.9406,0
-2.3026,5.5801,7.9183,0
-2.3026,5.5572,8.5774,0
-2.3026,5.5572,8.838,0
-2.3026,5.5725,8.7512,0
-2.3026,5.5611,8.9003,0
-2.3026,5.5495,5.5876,0
-2.3026,5.4811,9.161,0
-2.3026,5.7041,7.9406,0
-2.3026,5.1305,9.161,0
-2.3026,5.5801,7.9302,0
-2.3026,5.4472,7.1847,0
-2.3026,5.3757,8.8374,0
-2.3026,5.421,7.1586,0
-2.3026,5.258,5.8836,0
-2.3026,5.3618,9.0714,0
-2.3026,5.1246,5.5572,0
-2.3026,5.2988,5.5876,0
-2.3026,5.2837,5.7369,0
-2.3026,5.2988,8.3139,0
-2.3026,5.5338,9.1328,0
-2.3026,5.4811,7.6949,0
-2.3026,5.5017,6.1379,0
-2.3026,5.4685,5.7529,0
-2.3026,5.7686,7.7694,0
-2.3026,5.3804,8.034,0
-2.3026,5.6633,8.034,0
-2.3026,5.2155,8.7856,0
-2.3026,5.4515,6.5986,0
-2.3026,5.4643,5.7529,0
-2.3026,5.4894,8.5982,0
-2.3026,5.4894,8.0398,0
-2.3026,5.6528,5.5138,0
-2.3026,5.8263,7.2131,0
-2.3026,5.8233,8.0861,0
-2.3026,5.6907,8.7174,0
-2.3026,5.3895,5.5572,0
-2.3026,4.9635,10.146,0
-2.3026,5.3088,5.5572,0
-2.3026,5.258,5.5138,0
-2.3026,5.6668,9.2324,0
-2.3026,5.4643,7.3364,0
-2.3026,5.7592,8.3507,0
-2.3026,5.8668,7.2951,0
-2.3026,5.8582,7.3946,0
-2.3026,5.8696,6.3299,0
-2.3026,4.9565,8.9717,0
-2.3026,5.7108,6.2899,0
-2.3026,5.4685,9.0961,0
-2.3026,5.3284,7.0059,0
-2.3026,5.7074,9.6987,0
-2.3026,5.6598,8.2285,0
-2.3026,5.6598,9.6987,0
-2.3026,5.6493,9.6252,0
-2.3026,5.6668,8.2285,0
-2.3026,5.4515,9.3395,0
-2.3026,5.1186,9.9681,0
-2.3026,5.4557,5.8174,0
-2.3026,5.7686,5.7872,0
-2.3026,5.7749,6.7721,0
-2.3026,5.385,5.8174,0
-2.3026,5.4472,9.9727,0
-2.3026,5.6528,6.3545,0
-2.3026,5.6458,5.9431,0
-2.3026,5.6771,6.0091,0
-2.3026,5.2837,5.9431,0
-2.3026,5.3235,5.9892,0
-2.3026,5.4472,9.9727,0
-2.3026,5.7465,7.9773,0
-2.3026,5.6668,8.476,0
-2.3026,5.7749,4.9565,0
-2.3026,5.6208,9.1925,0
-2.3026,4.9774,9.9727,0
-2.3026,5.3332,7.0318,0
-2.3026,5.2684,7.1413,0
-2.3026,5.2786,7.0717,0
-2.3026,5.2735,6.743,0
-2.3026,5.3664,6.5835,0
-2.3026,5.2888,6.2287,0
-2.3026,5.3137,8.4303,0
-2.3026,5.1539,8.281,0
-2.3026,5.2786,5.8233,0
-2.3026,5.0695,9.0099,0
-2.3026,5.628,8.8289,0
-2.3026,5.3235,8.1577,0
-2.3026,5.3038,6.9746,0
-2.3026,5.338,7.1809,0
-2.3026,5.3088,9.2771,0
-2.3026,5.2988,6.9286,0
-2.3026,5.3476,7.8124,0
-2.3026,5.338,6.5178,0
-2.3026,5.7749,8.3345,0
-2.3026,5.7841,6.8103,0
-2.3026,5.5988,8.8584,0
-2.3026,5.7841,6.7264,0
-2.3026,5.4121,11.379,0
-2.3026,5.5298,9.8518,0
-2.3026,5.7841,11.379,0
-2.3026,5.8144,8.9457,0
-2.3026,5.2155,9.7268,0
-2.3026,5.082,9.4063,0
-2.3026,5.4472,9.1843,0
-2.3026,5.4894,5.1005,0
-2.3026,5.082,9.1843,0
-2.3026,5.5298,8.2006,0
-2.3026,5.778,6.8288,0
-2.3026,5.7624,8.9796,0
-2.3026,5.7933,7.2116,0
-2.3026,5.4298,9.0322,0
-2.3026,5.778,5.6316,0
-2.3026,5.7718,6.4506,0
-2.3026,5.6171,6.2636,0
-2.3026,5.3038,8.4849,0
-2.3026,5.2209,8.4849,0
-2.3026,5.3895,5.9892,0
-2.3026,5.338,8.0304,0
-2.3026,5.5801,8.566,0
-2.3026,5.4935,7.9579,0
-2.3026,5.7964,9.0704,0
-2.3026,5.6873,6.4506,0
-2.3026,5.4385,7.9534,0
-2.3026,5.2263,8.4849,0
-2.3026,5.7686,8.5958,0
-2.3026,5.4685,6.1614,0
-2.3026,5.7903,7.7267,0
-2.3026,5.4935,9.6404,0
-2.3026,5.7933,7.6821,0
-2.3026,5.7903,7.6821,0
-2.3026,5.9138,6.2463,0
-2.3026,5.7903,7.7267,0
-2.3026,5.7903,7.6821,0
-2.3026,5.4342,6.7264,0
-2.3026,5.0695,6.105,0
-2.3026,5.5495,6.3317,0
-2.3026,5.8263,6.0756,0
-2.3026,5.3986,7.5884,0
-2.3026,5.4852,7.7071,0
-2.3026,5.4852,7.5715,0
-2.3026,5.4121,5.8351,0
-2.3026,5.3941,6.5455,0
-2.3026,5.4852,7.7152,0
-2.3026,5.3618,5.7465,0
-2.3026,5.3523,9.3049,0
-2.3026,5.0758,8.3018,0
-2.3026,5.2209,6.3887,0
-2.3026,5.421,7.2745,0
-2.3026,5.4165,7.0597,0
-2.3026,5.1539,8.4427,0
-2.3026,5.5298,6.6772,0
-2.3026,5.8233,8.5762,0
-2.3026,5.8582,7.7152,0
-2.3026,5.6702,8.2121,0
-2.3026,5.7401,8.9125,0
-2.3026,5.7749,8.1099,0
-2.3026,5.7686,8.1099,0
-2.3026,5.6098,7.7342,0
-2.3026,5.8114,7.9277,0
-2.3026,5.8292,10.162,0
-2.3026,5.5611,8.404,0
-2.3026,5.5495,7.0167,0
-2.3026,5.5763,5.8233,0
-2.3026,5.385,6.6095,0
-2.3026,5.9218,5.6387,0
-2.3026,5.8054,7.1405,0
-2.3026,5.8351,7.1648,0
-2.3026,5.6387,7.6521,0
-2.3026,5.6244,10.204,0
-2.3026,5.4727,7.9694,0
-2.3026,5.7872,6.8492,0
-2.3026,5.6737,8.7351,0
-2.3026,5.1654,5.4385,0
-2.3026,5.8496,5.8351,0
-2.3026,5.5377,8.0054,0
-2.3026,5.385,5.7903,0
-2.3026,5.6907,7.5066,0
-2.3026,5.421,7.5066,0
-2.3026,5.7272,5.7903,0
-2.3026,5.6907,5.7624,0
-2.3026,5.9245,7.6109,0
-2.3026,5.5338,7.6025,0
-2.3026,5.7174,6.4459,0
-2.3026,5.7041,6.9689,0
-2.3026,5.7841,7.2371,0
-2.3026,5.7369,7.8023,0
-2.3026,5.7369,5.6702,0
-2.3026,5.8054,6.8618,0
-2.3026,5.9766,6.9547,0
-2.3026,5.7841,6.7276,0
-2.3026,5.8752,6.8157,0
-2.3026,5.6873,7.8602,0
-2.3026,5.6423,5.6702,0
-2.3026,5.3284,6.4004,0
-2.3026,5.3038,6.3545,0
-2.3026,5.3038,6.2366,0
-2.3026,5.7108,6.0405,0
-2.3026,5.7272,7.4771,0
-2.3026,5.6873,6.9509,0
-2.3026,5.7174,9.168,0
-2.3026,5.7206,6.254,0
-2.3026,5.6598,6.1205,0
-2.3026,5.6493,7.8023,0
-2.3026,5.6702,6.1782,0
-2.3026,5.6668,6.0733,0
-2.3026,5.4121,6.7276,0
-2.3026,5.4076,7.3383,0
-2.3026,5.3711,6.0429,0
-2.3026,5.4254,6.1205,0
-2.3026,5.4342,6.0733,0
-2.3026,5.4298,6.1987,0
-2.3026,5.4121,7.2676,0
-2.3026,5.2735,9.4893,0
-2.3026,5.385,6.6215,0
-2.3026,5.4165,7.2371,0
-2.3026,5.4165,7.0519,0
-2.3026,5.7749,6.5089,0
-2.3026,5.7841,6.2655,0
-2.3026,5.7369,5.8919,0
-2.3026,5.3711,6.8157,0
-2.3026,5.3711,7.5808,0
-2.3026,5.3664,6.2366,0
-2.3026,5.5098,7.2234,0
-2.3026,5.4121,7.0519,0
-2.3026,5.3428,5.6702,0
-2.3026,5.338,6.0213,0
-2.3026,5.3986,9.3237,0
-2.3026,5.3088,6.0733,0
-2.3026,5.3137,6.1271,0
-2.3026,5.3088,6.0429,0
-2.3026,5.3664,7.2197,0
-2.3026,5.5259,7.546,0
-2.3026,5.4935,6.653,0
-2.3026,5.6907,7.3383,0
-2.3026,5.6668,6.1271,0
-2.3026,5.6839,7.0793,0
-2.3026,5.6316,8.0395,0
-2.3026,5.3284,6.2366,0
-2.3026,5.3757,7.0519,0
-2.3026,5.338,6.1271,0
-2.3026,5.3711,7.3383,0
-2.3026,5.3757,6.7276,0
-2.3026,5.3804,6.4395,0
-2.3026,5.3804,6.2108,0
-2.3026,5.3757,6.0733,0
-2.3026,5.4165,7.2371,0
-2.3026,5.385,6.6215,0
-2.3026,5.3804,6.1271,0
-2.3026,5.7592,6.2463,0
-2.3026,5.7529,6.2825,0
-2.3026,5.7206,6.2366,0
-2.3026,5.7174,6.0405,0
-2.3026,5.7141,6.3191,0
-2.3026,5.7272,6.2463,0
-2.3026,5.7304,7.4134,0
-2.3026,5.6387,6.0213,0
-2.3026,5.7206,6.2366,0
-2.3026,5.7433,6.1885,0
-2.3026,5.6493,7.8023,0
-2.3026,5.6563,6.1028,0
-2.3026,5.6668,6.0429,0
-2.3026,5.6316,10.5,0
-2.3026,5.7465,7.0459,0
-2.3026,5.7108,6.3511,0
-2.3026,5.7074,6.1782,0
